app_name,class_dex,types,matches
com.leadwallet.io.apk,classes.dex,compiler,['r8']
com.leadwallet.io.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.leadwallet.io.apk,classes2.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible VM check']"
com.leadwallet.io.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.leadwallet.io.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.bitorzo.wallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'Build.TAGS check', 'possible ro.secure check', 'possible VM check']"
com.bitorzo.wallet.apk,classes.dex,compiler,['r8']
com.lingxi.bexplus.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'network operator name check', 'ro.kernel.qemu check', 'possible VM check']"
com.lingxi.bexplus.apk,classes.dex,compiler,['r8']
com.lingxi.bexplus.apk,classes.dex,obfuscator,"['unreadable field names', 'unreadable method names']"
com.lingxi.bexplus.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.lingxi.bexplus.apk,classes2.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible VM check']"
com.lingxi.bexplus.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.lingxi.bexplus.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.portto.blocto.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.portto.blocto.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'device ID check']"
com.portto.blocto.apk,classes.dex,compiler,['r8']
com.portto.blocto.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.portto.blocto.apk,classes3.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'network operator name check']"
com.portto.blocto.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.portto.blocto.apk,classes4.dex,compiler,['r8']
com.elrond.maiar.wallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'ro.kernel.qemu check']"
com.elrond.maiar.wallet.apk,classes.dex,compiler,['r8']
com.elrond.maiar.wallet.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.elrond.maiar.wallet.apk,classes2.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check', 'possible VM check']"
com.elrond.maiar.wallet.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.elrond.maiar.wallet.apk,classes3.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.elrond.maiar.wallet.apk,classes3.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
com.elrond.maiar.wallet.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.lumicollect.android.apk,classes.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'network operator name check', 'possible VM check']"
com.lumicollect.android.apk,classes.dex,compiler,['r8']
com.lumicollect.android.apk,classes.dex,obfuscator,"['unreadable field names', 'unreadable method names']"
com.lumicollect.android.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.lumicollect.android.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'possible VM check']"
com.lumicollect.android.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.lumicollect.android.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.lumicollect.android.apk,classes4.dex,compiler,['r8 without marker (suspicious)']
io.eidoo.wallet.prodnet.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
io.eidoo.wallet.prodnet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.BRAND check', 'Build.DEVICE check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
io.eidoo.wallet.prodnet.apk,classes.dex,compiler,['r8']
io.eidoo.wallet.prodnet.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
io.eidoo.wallet.prodnet.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
io.eidoo.wallet.prodnet.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
io.eidoo.wallet.prodnet.apk,classes3.dex,anti_vm,['Build.TAGS check']
io.eidoo.wallet.prodnet.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.blocktrail.mywallet.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.blocktrail.mywallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
com.blocktrail.mywallet.apk,classes.dex,compiler,['dx (possible dexmerge)']
com.blocktrail.mywallet.apk,classes.dex,manipulator,['dexmerge']
com.prizmbit.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.HARDWARE check', 'Build.TAGS check', 'possible VM check']"
com.prizmbit.apk,classes.dex,compiler,['r8']
com.prizmbit.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.prizmbit.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check']"
com.prizmbit.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.sparkpoint.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'possible Build.SERIAL check']"
com.sparkpoint.apk,classes.dex,compiler,['unknown (please file detection issue!)']
com.xufagroup.cryptowallet.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.xufagroup.cryptowallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'possible VM check']"
com.xufagroup.cryptowallet.apk,classes.dex,compiler,['r8']
com.xufagroup.cryptowallet.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'network operator name check', 'possible VM check']"
com.xufagroup.cryptowallet.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
io.eosnova.wallet.android.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
io.eosnova.wallet.android.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'possible VM check']"
io.eosnova.wallet.android.apk,classes.dex,compiler,['r8']
io.eosnova.wallet.android.apk,classes2.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check']"
io.eosnova.wallet.android.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.bolowallet.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.bolowallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'Build.TAGS check', 'possible VM check']"
com.bolowallet.apk,classes.dex,compiler,['r8']
com.atlas.mobile.wallet.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.atlas.mobile.wallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'possible ro.secure check']"
com.atlas.mobile.wallet.apk,classes.dex,compiler,['r8']
mn.godeal.gopay.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
mn.godeal.gopay.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check']"
mn.godeal.gopay.apk,classes.dex,compiler,['dx (possible dexmerge)']
mn.godeal.gopay.apk,classes.dex,manipulator,['dexmerge']
com.btcc.mobiwallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'device ID check']"
com.btcc.mobiwallet.apk,classes.dex,compiler,['r8 without marker (suspicious)']
com.btcc.mobiwallet.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'subscriber ID check', 'possible ro.secure check', 'emulator file check']"
com.btcc.mobiwallet.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.btcc.mobiwallet.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.zengo.wallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'device ID check', 'possible VM check']"
com.zengo.wallet.apk,classes.dex,compiler,['r8']
com.zengo.wallet.apk,classes.dex,obfuscator,"['unreadable field names', 'unreadable method names']"
com.zengo.wallet.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'device ID check', 'possible VM check']"
com.zengo.wallet.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.zengo.wallet.apk,classes3.dex,anti_vm,['Build.MANUFACTURER check']
com.zengo.wallet.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.lumiwallet.android.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.lumiwallet.android.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check', 'SIM operator check', 'network operator name check']"
com.lumiwallet.android.apk,classes.dex,compiler,['r8']
com.lumiwallet.android.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.maxxwallet.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.maxxwallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.HARDWARE check', 'network operator name check', 'possible VM check']"
com.maxxwallet.apk,classes.dex,compiler,['r8 without marker (suspicious)']
com.maxxwallet.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.maxxwallet.apk,classes2.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible VM check']"
com.maxxwallet.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
io.atomicwallet.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
io.atomicwallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check']"
io.atomicwallet.apk,classes.dex,compiler,['r8']
com.masterbitexpress.wallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.BOARD check', 'possible Build.SERIAL check']"
com.masterbitexpress.wallet.apk,classes.dex,compiler,['r8']
com.masterbitexpress.wallet.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.zixipay.wallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.BOARD check', 'possible Build.SERIAL check']"
com.zixipay.wallet.apk,classes.dex,compiler,['r8']
piuk.blockchain.android.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
piuk.blockchain.android.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check', 'possible VM check']"
piuk.blockchain.android.apk,classes.dex,compiler,['r8']
piuk.blockchain.android.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.BOARD check', 'possible Build.SERIAL check', 'SIM operator check', 'network operator name check']"
piuk.blockchain.android.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
piuk.blockchain.android.apk,classes3.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible ro.secure check']"
piuk.blockchain.android.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.zelcash.zelcore.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.zelcash.zelcore.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check']"
com.zelcash.zelcore.apk,classes.dex,compiler,['r8']
com.quppy.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.TAGS check', 'network operator name check']"
com.quppy.apk,classes.dex,compiler,['r8']
com.quppy.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.quppy.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'Build.TAGS check', 'possible VM check']"
com.quppy.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.quppy.apk,classes3.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.quppy.apk,classes3.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check']"
com.quppy.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.sixwallet.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.sixwallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'possible VM check']"
com.sixwallet.apk,classes.dex,compiler,['r8']
com.sixwallet.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.sixwallet.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
com.sixwallet.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
de.fuf.bitbucks.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check']"
de.fuf.bitbucks.apk,classes.dex,compiler,['r8']
com.exchangily.wallet.apk,classes.dex,anti_vm,['Build.MANUFACTURER check']
com.exchangily.wallet.apk,classes.dex,compiler,['r8']
com.airwalletofficial.air_wallet.apk,classes.dex,compiler,['r8']
com.airbitz.apk,classes.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'network operator name check']"
com.airbitz.apk,classes.dex,compiler,"['Jack 4.12', 'dx']"
com.wirex.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.BRAND check', 'Build.DEVICE check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'device ID check', 'ro.kernel.qemu check']"
com.wirex.apk,classes.dex,compiler,['r8']
com.wirex.apk,classes.dex,obfuscator,"['unreadable field names', 'unreadable method names']"
com.wirex.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.wirex.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'device ID check', 'possible ro.secure check', 'possible VM check']"
com.wirex.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.wirex.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.wirex.apk,classes4.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'network operator name check']"
com.wirex.apk,classes4.dex,compiler,['r8 without marker (suspicious)']
com.wirex.apk,classes5.dex,anti_vm,['Build.MANUFACTURER check']
com.wirex.apk,classes5.dex,compiler,['r8 without marker (suspicious)']
com.polehin.android.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.polehin.android.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
com.polehin.android.apk,classes.dex,compiler,['unknown (please file detection issue!)']
com.polehin.android.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.polehin.android.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check', 'possible VM check']"
com.polehin.android.apk,classes2.dex,compiler,['dx']
co.busha.android.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
co.busha.android.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'Build.TAGS check']"
co.busha.android.apk,classes.dex,compiler,['r8']
com.liberty.jaxx.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.liberty.jaxx.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check']"
com.liberty.jaxx.apk,classes.dex,compiler,['r8']
com.valr.app.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.valr.app.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'possible VM check']"
com.valr.app.apk,classes.dex,compiler,['r8']
com.valr.app.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.valr.app.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'device ID check', 'possible VM check']"
com.valr.app.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.agile.walletapp.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.BOARD check', 'possible VM check']"
com.agile.walletapp.apk,classes.dex,compiler,['r8']
com.agile.walletapp.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.agile.walletapp.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible VM check']"
com.agile.walletapp.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.cyberblock.cyberblockmobile.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.cyberblock.cyberblockmobile.apk,classes.dex,anti_vm,['Build.FINGERPRINT check']
com.cyberblock.cyberblockmobile.apk,classes.dex,compiler,['r8 without marker (suspicious)']
com.cyberblock.cyberblockmobile.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible VM check']"
com.cyberblock.cyberblockmobile.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.buyucoinApp.buyucoin.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
com.buyucoinApp.buyucoin.apk,classes.dex,compiler,['r8']
com.buyucoinApp.buyucoin.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.buyucoinApp.buyucoin.apk,classes2.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible VM check']"
com.buyucoinApp.buyucoin.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.hotbtc.exchange.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'device ID check', 'possible VM check']"
com.hotbtc.exchange.apk,classes.dex,compiler,['r8']
com.hotbtc.exchange.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.hotbtc.exchange.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'device ID check']"
com.hotbtc.exchange.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.ellipal.wallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'network operator name check', 'device ID check', 'subscriber ID check']"
com.ellipal.wallet.apk,classes.dex,compiler,['unknown (please file detection issue!)']
com.ellipal.wallet.apk,classes.dex,obfuscator,['unreadable field names']
com.ellipal.wallet.apk,classes2.dex,compiler,['dx']
com.bitpay.coincloud.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.bitpay.coincloud.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'network operator name check']"
com.bitpay.coincloud.apk,classes.dex,compiler,['r8']
com.sixpencer.simplework.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.BRAND check', 'Build.DEVICE check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'Build.TAGS check', 'possible VM check']"
com.sixpencer.simplework.apk,classes.dex,compiler,['r8']
com.sixpencer.simplework.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.sixpencer.simplework.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'Build.TAGS check', 'emulator file check', 'possible VM check']"
com.sixpencer.simplework.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.sixpencer.simplework.apk,classes3.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'subscriber ID check', 'possible ro.secure check', 'emulator file check', 'possible VM check']"
com.sixpencer.simplework.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.sixpencer.simplework.apk,classes4.dex,compiler,['r8 without marker (suspicious)']
com.sixpencer.simplework.apk,classes5.dex,compiler,['r8 without marker (suspicious)']
com.dapppocket.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'possible Build.SERIAL check', 'network operator name check', 'device ID check']"
com.dapppocket.apk,classes.dex,compiler,['r8']
com.dapppocket.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
global.bithumb.android.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.TAGS check', 'SIM operator check']"
global.bithumb.android.apk,classes.dex,compiler,['r8']
global.bithumb.android.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'subscriber ID check', 'possible ro.secure check']"
global.bithumb.android.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
global.bithumb.android.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
global.bithumb.android.apk,classes4.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check']"
global.bithumb.android.apk,classes4.dex,compiler,['r8 without marker (suspicious)']
global.bithumb.android.apk,lib/arm64-v8a/libumeng-spy.so,anti_vm,['emulator file check']
global.bithumb.android.apk,lib/x86/libumeng-spy.so,anti_vm,['emulator file check']
com.BitcoinWalletExchange.org.apk,classes.dex,compiler,['r8']
com.loafwallet.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.loafwallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.DEVICE check', 'Build.HARDWARE check', 'Build.TAGS check', 'possible VM check']"
com.loafwallet.apk,classes.dex,compiler,['r8']
com.loafwallet.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.loafwallet.apk,classes2.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible VM check']"
com.loafwallet.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.loafwallet.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
